identifier,programme,status,opening,deadline,deadline_model,budget_total_eur,action_type,topic_url
HORIZON-INFRA-2027-01-EOSC-02,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-01-EOSC-02
EUAF-2026-TRAI-04,EU Anti-Fraud,open,2026-03-17,2026-05-07,single-stage,4000000,EUAF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUAF-2026-TRAI-04
HORIZON-INFRA-2027-TECH-01-02,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-TECH-01-02
EUAF-2026-TRAI-01,EU Anti-Fraud,open,2026-03-17,2026-05-07,single-stage,4000000,EUAF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUAF-2026-TRAI-01
HORIZON-INFRA-2027-DEV-01-01,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-DEV-01-01
EUAF-2026-TRAI-03,EU Anti-Fraud,open,2026-03-17,2026-05-07,single-stage,4000000,EUAF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EUAF-2026-TRAI-03
HORIZON-MSCA-2027-CITIZENS-01-01,Horizon Europe,forthcoming,2027-03-09,2027-06-08,single-stage,15707365,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MSCA-2027-CITIZENS-01-01
HORIZON-MSCA-2027-PF-01-01,Horizon Europe,forthcoming,2027-04-07,2027-09-08,single-stage,388568780,HORIZON TMA MSCA Postdoctoral Fellowships - Global FellowshipsHORIZON TMA MSCA Postdoctoral Fellowships - European Fellowships,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MSCA-2027-PF-01-01
HORIZON-HLTH-2027-01-ENVHLTH-MISSCLIMA-03,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON Pre-commercial Procurement,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-ENVHLTH-MISSCLIMA-03
HORIZON-HLTH-2027-01-DISEASE-10,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-DISEASE-10
CREA-MEDIA-2026-TVONLINE-1,Creative Europe,open,2025-09-30,2025-12-03,multiple cut-off,66000000,CREA Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CREA-MEDIA-2026-TVONLINE-1
HORIZON-HLTH-2027-02-IND-02-two-stage,Horizon Europe,forthcoming,2027-02-10,2027-04-13,two-stage,186600000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-02-IND-02-two-stage
HORIZON-HLTH-2027-01-DISEASE-05,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-DISEASE-05
HORIZON-MISS-2027-05-SOIL-04-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,94800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-05-SOIL-04-two-stage
HORIZON-MISS-2027-06-SOIL-CANCER,Horizon Europe,forthcoming,2027-02-04,2027-09-21,single-stage,24000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-06-SOIL-CANCER
HORIZON-MISS-2027-03-OCEAN-02,Horizon Europe,forthcoming,2027-02-09,2027-09-21,single-stage,100400000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-03-OCEAN-02
HORIZON-MISS-2027-03-OCEAN-05,Horizon Europe,forthcoming,2027-02-09,2027-09-21,single-stage,100400000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-03-OCEAN-05
HORIZON-MISS-2027-01-CLIMA-01,Horizon Europe,forthcoming,2027-02-09,2027-09-21,single-stage,84323812.37,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-01-CLIMA-01
HORIZON-MISS-2027-05-SOIL-06-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,94800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-05-SOIL-06-two-stage
HORIZON-MISS-2027-01-CLIMA-02,Horizon Europe,forthcoming,2027-02-09,2027-09-21,single-stage,84323812.37,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-01-CLIMA-02
HORIZON-MISS-2027-05-SOIL-01-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,94800000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-05-SOIL-01-two-stage
HORIZON-CL6-2027-03-GOVERNANCE-03,Horizon Europe,forthcoming,2027-02-04,2027-05-11,single-stage,49050000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-03-GOVERNANCE-03
HORIZON-CL6-2027-03-GOVERNANCE-05,Horizon Europe,forthcoming,2027-02-04,2027-05-11,single-stage,49050000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-03-GOVERNANCE-05
HORIZON-EURATOM-2027-01-01,Horizon Europe,forthcoming,2026-09-15,2027-03-04,single-stage,32000000,EURATOM Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2027-01-01
HORIZON-HLTH-2027-01-ENVHLTH-02,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-ENVHLTH-02
HORIZON-MISS-2027-03-OCEAN-01,Horizon Europe,forthcoming,2027-02-09,2027-09-21,single-stage,100400000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-03-OCEAN-01
HORIZON-CL6-2027-02-CLIMATE-01-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,35000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-CLIMATE-01-two-stage
HORIZON-CL6-2027-02-FARM2FORK-01-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,35000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-02-FARM2FORK-01-two-stage
ESF-2026-EURES-TMS,ESF+,open,2026-03-10,2026-05-26,single-stage,17000000,ESF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESF-2026-EURES-TMS
HORIZON-EIC-2026-BAS-02-SCALEUP,Horizon Europe,open,2026-03-03,2026-06-25,single-stage,4000000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2026-BAS-02-SCALEUP
PPPA-2026-BRIDGEFOREU2,Pilot Projects,open,2026-03-24,2026-06-09,single-stage,1561970,PPPA Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/PPPA-2026-BRIDGEFOREU2
HORIZON-HLTH-2027-01-DISEASE-07,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-DISEASE-07
HORIZON-HLTH-2027-02-TOOL-01-two-stage,Horizon Europe,forthcoming,2027-02-10,2027-04-13,two-stage,186600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-02-TOOL-01-two-stage
HORIZON-HLTH-2027-01-IND-01,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-IND-01
EDF-EDIP-P-2026-2027-FNLC-SA-SEAP,European Defence Fund,forthcoming,2026-09-02,2026-10-13,multiple cut-off,10000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-P-2026-2027-FNLC-SA-SEAP
EDF-EDIP-USI-2027-LS-IRA-CUXS,European Defence Fund,forthcoming,2026-06-17,2027-02-16,single-stage,80000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2027-LS-IRA-CUXS
HORIZON-HLTH-2027-01-CARE-02,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,341600000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2027-01-CARE-02
HORIZON-CL6-2027-03-GOVERNANCE-01,Horizon Europe,forthcoming,2027-02-04,2027-05-11,single-stage,49050000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-03-GOVERNANCE-01
HORIZON-CL6-2027-03-GOVERNANCE-07,Horizon Europe,forthcoming,2027-02-04,2027-05-11,single-stage,49050000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-03-GOVERNANCE-07
HORIZON-EURATOM-2027-02-01,Horizon Europe,forthcoming,2027-04-15,2027-11-04,single-stage,45000000,EURATOM Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EURATOM-2027-02-01
HORIZON-CL6-2027-03-GOVERNANCE-02,Horizon Europe,forthcoming,2027-02-04,2027-05-11,single-stage,49050000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-03-GOVERNANCE-02
HORIZON-MISS-2027-05-SOIL-03-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,94800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-05-SOIL-03-two-stage
HORIZON-MISS-2027-05-SOIL-05-two-stage,Horizon Europe,forthcoming,2027-02-04,2027-04-08,two-stage,94800000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2027-05-SOIL-05-two-stage
HORIZON-CID-2027-01-02,Horizon Europe,forthcoming,2027-01-12,2027-09-15,single-stage,265000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CID-2027-01-02
HORIZON-CL6-2027-03-GOVERNANCE-06,Horizon Europe,forthcoming,2027-02-04,2027-05-11,single-stage,49050000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2027-03-GOVERNANCE-06
DIGITAL-ECCC-2026-DEPLOY-CYBER-10-CBCH,Digital Europe,open,2025-12-09,2026-05-28,single-stage,4000000,DIGITAL JU Simple Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-ECCC-2026-DEPLOY-CYBER-10-CBCH
HORIZON-HLTH-2026-03-DISEASE-13,Horizon Europe,forthcoming,2027-02-10,2027-04-13,single-stage,63000000,HORIZON Programme Cofund Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2026-03-DISEASE-13
HORIZON-HLTH-2026-02-DISEASE-12,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,91300000,HORIZON Programme Cofund Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2026-02-DISEASE-12
HORIZON-MISS-2026-02-CANCER-04,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,124186000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-04
DIGITAL-ECCC-2026-DEPLOY-CYBER-10-NCH,Digital Europe,open,2025-12-09,2026-05-28,single-stage,4000000,DIGITAL JU Simple Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-ECCC-2026-DEPLOY-CYBER-10-NCH
HORIZON-MISS-2026-03-OCEAN-05,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,115300000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-05
HORIZON-MISS-2026-02-CANCER-03,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,124186000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-03
HORIZON-MISS-2026-02-CANCER-02,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,124186000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-02
ERASMUS-EDU-2026-POL-EXP-SSEF,Erasmus+,open,2026-03-03,2026-05-28,single-stage,5000000,ERASMUS Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-EDU-2026-POL-EXP-SSEF
HORIZON-MISS-2026-01-CLIMA-03,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,82186307.3,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-03
HORIZON-MISS-2026-01-CLIMA-02,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,82186307.3,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-02
CEF-DIG-2026-GATEWAYS-WORKS,Connecting Europe Facility,open,2026-03-17,2026-06-30,single-stage,360000000,CEF Infrastructure Projects,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-DIG-2026-GATEWAYS-WORKS
CEF-DIG-2026-SMART-CABLES-WORKS,Connecting Europe Facility,open,2026-03-17,2026-06-30,single-stage,20000000,CEF Infrastructure Projects,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-DIG-2026-SMART-CABLES-WORKS
HORIZON-MISS-2026-02-CANCER-01,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,124186000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-01
CEF-DIG-2026-GATEWAYS-STUDIES,Connecting Europe Facility,open,2026-03-17,2026-06-30,single-stage,360000000,CEF Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-DIG-2026-GATEWAYS-STUDIES
DIGITAL-2026-SKILLS-10-DIGITAL-HEALTH-STEP,Digital Europe,open,2026-04-21,2026-10-01,single-stage,37500000,DIGITAL Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SKILLS-10-DIGITAL-HEALTH-STEP
DIGITAL-2026-SKILLS-10-EDTECH,Digital Europe,open,2026-04-21,2026-10-01,single-stage,37500000,DIGITAL Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SKILLS-10-EDTECH
DIGITAL-2026-AI-DATA-10-COMPLIANCE,Digital Europe,open,2026-04-21,2026-10-01,single-stage,8500000,DIGITAL Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-AI-DATA-10-COMPLIANCE
DIGITAL-2026-SKILLS-10-NATIONAL-COALITIONS,Digital Europe,open,2026-04-21,2026-10-01,single-stage,37500000,DIGITAL Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-SKILLS-10-NATIONAL-COALITIONS
HORIZON-MISS-2026-01-CLIMA-06,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,82186307.3,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-06
EDF-2026-LS-DIS-NT,European Defence Fund,open,2026-04-15,2026-09-29,single-stage,27000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-DIS-NT
EDF-2026-LS-DIS-RA-SMERO-NT,European Defence Fund,open,2026-04-15,2026-09-29,single-stage,35000000,EDF Lump Sum Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-DIS-RA-SMERO-NT
LIFE-2026-TA-PP-CLIMA-SIP,LIFE,open,2026-04-21,2026-09-22,single-stage,1000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-TA-PP-CLIMA-SIP
LIFE-2026-TA-PP-ENV-SIP,LIFE,open,2026-04-21,2026-09-22,single-stage,1000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-TA-PP-ENV-SIP
LIFE-2026-TA-PP-NAT-SNAP,LIFE,open,2026-04-21,2026-09-22,single-stage,1000000,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-TA-PP-NAT-SNAP
HORIZON-INFRA-2027-SERV-01-02,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-SERV-01-02
HORIZON-INFRA-2027-SERV-01-01,Horizon Europe,forthcoming,2027-03-09,2027-06-15,single-stage,339500000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-INFRA-2027-SERV-01-01
HORIZON-MISS-2026-04-CIT-01,Horizon Europe,open,2026-02-04,2026-10-08,single-stage,85500000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-04-CIT-01
HORIZON-MISS-2026-05-SOIL-04,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,33000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-04
HORIZON-MISS-2026-02-CANCER-05,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,124186000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-05
HORIZON-MISS-2026-02-CANCER-07,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,124186000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-07
HORIZON-MISS-2026-02-CANCER-06,Horizon Europe,open,2026-02-10,2026-09-15,single-stage,124186000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-02-CANCER-06
HORIZON-MISS-2026-01-CLIMA-01,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,82186307.3,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-01
HORIZON-MISS-2026-03-OCEAN-04,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,115300000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-04
HORIZON-MISS-2026-03-OCEAN-01,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,115300000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-01
HORIZON-MISS-2026-04-CIT-02,Horizon Europe,open,2026-02-04,2026-10-08,single-stage,85500000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-04-CIT-02
HORIZON-MISS-2026-04-CIT-NEB-B4P-CCRI-03,Horizon Europe,open,2026-02-04,2026-10-08,single-stage,85500000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-04-CIT-NEB-B4P-CCRI-03
HORIZON-MISS-2026-05-SOIL-01,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,33000000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-01
HORIZON-MSCA-2027-SE-01-01,Horizon Europe,forthcoming,2026-12-15,2027-04-15,single-stage,95035106,HORIZON TMA MSCA Staff Exchanges,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MSCA-2027-SE-01-01
HORIZON-MISS-2026-01-CLIMA-07,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,82186307.3,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-07
HORIZON-MISS-2026-05-SOIL-03,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,33000000,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-03
HORIZON-MISS-2026-03-OCEAN-02,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,115300000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-02
HORIZON-MISS-2026-03-OCEAN-03,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,115300000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-03
HORIZON-MISS-2026-06-CLIMA-SOIL,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,20000000,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-06-CLIMA-SOIL
HORIZON-MISS-2026-01-CLIMA-04,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,82186307.3,HORIZON Coordination and Support Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-04
HORIZON-MISS-2026-01-CLIMA-05,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,82186307.3,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-05
HORIZON-MISS-2026-05-SOIL-02,Horizon Europe,open,2026-02-04,2026-09-23,single-stage,33000000,HORIZON  Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-02
ED-2025-PORTUGAL-FPA,ED,open,2025-05-06,2025-07-08,single-stage,520000,Framework Partnership Agreement,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/ED-2025-PORTUGAL-FPA.json
EuropeAid/185979/DD/ACT/,NDICI / EuropeAid,open,2026-02-16,2026-05-27,,,,https://webgate.ec.europa.eu/prospect/external/publishedcalls.htm?callId=185979
EP-LINC-SUBV-2026-CONF-INT-02,EP,open,2026-03-19,2026-05-07,single-stage,750000,EP Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EP-LINC-SUBV-2026-CONF-INT-02
EP-LINC-SUBV-2026-CONF-INT-03,EP,open,2026-03-19,2026-05-07,single-stage,750000,EP Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EP-LINC-SUBV-2026-CONF-INT-03
EP-LINC-SUBV-2026-CONF-INT-01,EP,open,2026-03-19,2026-05-07,single-stage,750000,EP Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EP-LINC-SUBV-2026-CONF-INT-01
HORIZON-MSCA-2026-PF-01-01,Horizon Europe,open,2026-04-09,2026-09-09,single-stage,399050260,HORIZON TMA MSCA Postdoctoral Fellowships - European FellowshipsHORIZON TMA MSCA Postdoctoral Fellowships - Global Fellowships,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MSCA-2026-PF-01-01
DIGITAL-2026-BESTUSE-10-NETWORKSICs,Digital Europe,open,2026-04-21,2026-10-01,single-stage,48800000,DIGITAL Simple Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-NETWORKSICs
DIGITAL-2026-BESTUSE-10-EHDS,Digital Europe,open,2026-04-21,2026-10-01,single-stage,48800000,DIGITAL Grants for Financial Support,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-2026-BESTUSE-10-EHDS
